10020021	4	4	2	2	3	4	5	2	3	5	1	3	3	3	4	1	2	5	2	2	2	3	3	4	4	3	2	1	5	4	4	4	5	5	4	2	3	4	3	2	2	4	3	4	4	4	5	2	4	2	3	5	2	3	4	3	3	2	5	3	4	5	2	2	3	5	3	2	2	2	2	5	4	4	5	3	5	2	2	3	4	2	4	2	5	4	1	5	4	3	4	1	4	5	2	5	1	5	5	4	2	4	0	1
10020025	4	4	3	2	2	3	4	2	3	3	3	2	3	3	3	2	3	3	2	3	2	3	2	3	3	4	3	2	3	3	4	3	3	3	2	3	2	3	3	3	2	4	2	2	3	3	3	2	3	2	2	3	2	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1
10020026	4	3	3	2	4	1	2	2	2	4	3	3	2	2	4	2	3	4	4	4	1	3	2	3	4	3	4	2	5	3	4	4	4	5	4	4	3	3	2	4	1	5	4	5	2	5	2	4	2	3	4	4	4	2	1	3	2	3	4	4	4	4	3	2	1	3	1	2	2	2	3	4	2	4	3	3	5	2	2	5	4	2	4	1	4	4	2	5	4	2	4	2	2	4	2	4	2	4	3	4	3	4	0	1
10020027	5	5	3	1	1	4	4	1	1	4	1	1	1	3	5	1	2	5	1	1	2	5	1	4	5	4	1	1	3	3	5	4	5	3	5	1	1	4	3	1	1	5	1	1	4	3	3	1	4	1	2	5	1	1	4	4	1	2	5	1	4	4	3	1	1	5	1	1	1	1	2	4	4	5	5	3	5	4	1	1	4	3	3	1	5	5	1	5	4	2	1	1	1	5	1	5	1	5	5	5	1	4	0	1
10020028	5	1	5	1	1	5	5	1	1	5	1	1	3	3	5	1	3	5	1	2	1	5	1	1	1	5	3	1	5	1	5	5	5	5	5	1	3	5	5	1	1	5	1	4	5	5	5	1	5	1	1	5	1	5	4	5	1	1	5	2	5	5	1	1	1	5	1	5	1	1	1	4	5	5	5	5	5	5	1	4	5	1	3	1	5	5	1	5	2	1	3	1	5	5	1	5	1	5	5	5	1	5	0	1
10020032	3	1	1	4	5	1	2	3	2	3	2	4	1	2	5	2	5	5	1	1	4	5	3	1	3	5	1	3	2	5	5	1	3	3	3	2	1	2	2	5	2	4	2	1	3	2	3	3	1	2	1	3	1	1	5	5	5	3	5	1	5	3	4	1	1	4	1	3	1	2	5	1	1	3	2	4	5	3	4	1	1	4	3	5	5	5	3	5	2	5	2	1	3	3	1	5	4	5	5	5	1	2	0	1
10020033	3	2	3	2	2	3	3	1	2	3	2	1	2	2	5	1	1	5	4	3	1	2	3	2	2	4	3	1	3	1	3	4	4	3	4	4	1	4	3	2	1	3	1	3	3	4	2	1	5	1	3	4	3	4	4	4	2	2	4	4	4	4	1	3	1	4	1	3	2	2	1	3	3	4	4	3	5	4	1	3	4	2	4	1	4	4	1	5	4	1	1	1	3	4	2	4	1	4	4	4	3	3	0	1
10020036	4	4	4	2	3	4	3	1	2	3	2	2	2	3	4	1	3	4	2	2	3	3	2	4	2	3	4	1	4	4	4	3	4	4	4	2	2	4	3	2	1	5	3	2	4	4	4	2	4	2	2	5	2	2	4	3	2	2	4	4	4	4	3	2	1	4	1	4	2	2	3	4	2	4	4	3	4	4	1	2	3	4	5	3	5	4	1	5	4	1	2	1	3	4	2	4	2	4	4	4	2	4	0	1
10020037	4	4	2	2	2	5	4	1	2	4	3	2	3	5	4	2	2	4	3	3	4	3	2	3	3	5	2	2	2	4	5	4	4	4	3	3	2	5	3	2	2	5	2	5	2	4	4	1	4	2	4	5	2	3	5	4	2	3	5	3	4	4	2	3	2	5	2	2	3	2	2	4	3	5	4	4	5	4	2	2	4	3	2	2	4	5	1	4	4	2	3	1	4	5	1	5	2	4	4	4	3	3	0	1
10020039	4	5	4	3	3	4	5	2	2	3	3	3	1	2	5	3	2	5	2	2	3	4	1	5	2	5	5	1	5	3	5	3	4	2	4	3	2	4	4	1	2	5	3	1	3	4	1	3	4	2	3	5	2	2	5	3	3	2	5	2	5	3	2	2	3	5	1	1	2	2	2	4	3	5	4	3	5	2	2	2	5	3	4	2	5	5	1	5	4	2	2	1	3	5	1	5	2	5	4	5	2	4	0	1
10020041	5	5	3	3	4	4	4	2	4	4	4	2	2	4	5	1	4	5	2	2	4	5	1	3	3	4	3	2	4	5	5	5	5	4	3	4	2	3	3	4	2	5	2	1	3	3	3	1	3	1	2	5	2	2	4	5	2	2	4	1	4	5	3	3	1	5	2	2	2	2	3	4	3	4	4	3	5	3	2	3	4	3	4	2	5	3	1	5	3	1	2	1	1	5	1	5	1	3	4	5	2	5	0	1
10020042	4	3	2	2	3	4	2	2	2	4	3	3	2	2	3	2	3	3	2	3	2	3	3	3	2	2	3	2	3	4	4	4	4	3	4	4	3	2	3	2	2	4	4	4	3	3	3	3	4	3	4	4	2	2	4	4	3	1	4	3	4	3	2	3	2	2	3	3	2	3	2	3	3	2	4	4	4	2	3	3	4	2	4	2	4	5	2	4	4	3	2	3	4	4	2	4	1	4	4	2	2	4	0	1
10020044	3	3	3	2	4	4	2	3	3	3	2	4	1	3	4	1	3	4	2	2	4	3	4	5	3	3	4	3	4	5	5	4	5	3	2	5	1	4	2	4	2	3	3	4	2	5	2	2	3	2	3	3	1	2	3	3	2	1	3	3	4	4	3	2	2	4	2	2	3	2	4	2	1	4	4	2	4	1	1	2	3	4	5	3	5	4	3	4	5	2	2	3	2	3	2	4	3	4	4	4	3	4	0	1
10020045	5	4	3	2	1	4	5	2	4	4	2	2	3	3	4	1	2	4	4	2	4	4	2	4	4	4	3	2	4	4	4	4	4	4	4	2	2	4	3	2	2	4	2	2	4	4	4	2	4	2	4	4	2	2	3	4	2	2	5	4	4	4	2	4	2	4	2	3	2	2	2	4	3	4	4	4	4	4	2	4	4	3	4	2	4	4	2	4	4	2	2	2	2	4	2	4	2	4	4	4	2	4	0	1
10020046	3	3	3	2	2	3	3	2	3	3	2	2	3	3	3	2	3	5	3	3	3	3	2	3	3	3	2	3	3	3	5	3	3	3	5	3	2	3	3	2	2	5	2	3	3	3	3	3	3	3	2	4	3	2	3	3	2	2	4	3	4	3	2	2	3	5	2	3	2	2	2	2	3	3	3	3	3	3	3	2	2	3	4	3	4	3	2	4	5	2	3	2	3	4	2	4	2	3	4	5	2	3	0	1
10020049	5	3	5	2	3	5	3	2	2	4	3	2	2	2	3	3	4	3	1	3	3	2	3	2	5	5	4	3	5	5	5	3	4	5	5	4	3	4	2	2	2	5	3	2	4	3	5	1	5	1	4	4	2	3	4	4	2	3	5	2	4	4	2	2	2	5	4	4	2	3	2	3	3	2	3	2	4	3	4	4	5	4	4	4	5	4	2	5	5	1	2	3	2	4	2	5	2	3	4	3	4	5	0	1
10020050	4	5	4	3	3	4	4	2	3	4	4	2	3	4	4	2	2	4	4	3	1	4	2	4	4	5	4	2	4	1	4	4	4	4	4	2	4	5	4	2	3	5	3	3	4	5	4	2	4	2	4	5	2	3	5	3	2	2	3	3	4	4	4	3	2	4	3	3	2	3	4	4	4	4	5	5	5	4	4	3	4	4	4	3	5	4	2	4	4	3	2	2	3	5	2	5	2	5	5	4	2	5	0	1
10020054	4	4	4	3	4	4	3	2	2	2	4	3	2	1	4	4	4	4	2	5	2	4	2	4	3	5	4	2	4	4	3	3	4	4	3	5	2	4	4	2	3	4	3	3	4	5	4	2	4	2	3	3	4	4	4	2	2	4	3	4	3	4	2	2	2	3	2	3	3	2	3	4	3	3	4	2	4	3	2	3	2	4	5	2	4	4	2	4	2	2	2	3	3	4	3	5	2	3	3	3	3	4	0	1
10020056	5	3	3	1	3	4	3	2	2	5	1	3	1	3	4	1	2	5	2	2	3	4	2	3	4	5	3	1	3	5	5	5	5	2	4	1	2	3	4	3	2	4	1	1	4	5	4	3	3	2	3	4	1	1	4	3	2	2	5	3	5	4	2	4	1	5	3	2	3	3	2	2	4	4	4	2	2	5	3	2	5	3	3	3	5	3	1	5	4	1	3	1	4	3	1	5	1	4	4	5	1	4	0	1
10020057	4	4	3	2	2	3	3	1	3	4	2	1	2	4	4	1	2	4	4	2	2	4	1	5	3	3	3	1	5	3	5	4	4	5	4	2	3	4	3	1	1	5	4	3	3	5	2	2	3	2	4	4	2	3	3	4	2	2	4	3	5	4	2	2	2	4	2	2	2	2	2	4	4	5	4	2	4	4	2	4	5	3	2	2	4	3	2	4	3	2	2	1	3	4	2	5	2	4	3	4	2	5	0	1
10020058	3	3	3	4	3	4	2	3	2	3	4	2	3	4	3	4	3	3	2	4	4	2	4	4	3	4	3	3	5	5	5	2	4	4	2	3	3	4	2	5	4	5	5	1	3	5	2	2	3	3	3	3	4	1	3	3	2	3	3	2	3	3	4	1	1	3	3	5	3	4	5	4	1	3	3	2	4	3	4	2	3	3	3	3	4	3	2	5	2	2	2	4	2	3	1	5	2	3	3	4	4	2	0	1
10020059	5	4	3	1	2	3	3	2	2	3	2	2	2	3	4	1	3	5	3	2	4	3	2	3	3	4	3	2	5	4	4	3	4	4	3	2	2	3	3	2	2	3	3	2	3	5	3	2	3	2	2	3	2	2	3	3	2	2	3	3	4	3	2	2	2	3	2	2	3	2	2	4	2	4	3	2	3	3	2	4	3	2	3	2	4	3	2	4	3	2	2	2	2	3	2	4	2	3	3	4	3	3	0	1
10020060	4	5	4	3	2	4	4	3	2	4	2	2	2	3	4	1	2	5	5	2	1	4	2	2	4	5	3	3	4	1	4	5	4	4	3	3	4	5	2	1	3	5	1	2	5	3	2	2	3	2	3	3	1	4	5	5	5	1	4	4	4	5	2	2	4	5	2	1	1	3	2	5	3	4	5	4	4	5	3	2	4	5	3	5	2	4	2	5	2	3	2	2	3	5	2	5	3	5	5	4	1	4	0	1
10020061	5	4	2	2	2	3	3	1	2	3	1	1	3	3	3	1	1	4	1	1	1	4	1	3	4	4	3	1	4	2	4	4	4	5	3	2	3	4	4	1	1	4	3	3	4	3	4	2	4	2	3	3	3	2	4	3	2	3	5	3	4	4	1	2	2	4	1	2	1	2	1	2	2	4	3	3	4	3	1	2	4	2	2	1	3	3	2	4	3	1	3	2	2	4	2	5	1	4	4	4	1	4	0	1
10020062	3	4	3	2	4	5	4	3	1	4	3	2	2	3	4	2	2	5	2	2	3	4	2	5	4	4	5	1	4	2	4	4	5	4	3	3	4	5	1	4	2	5	2	4	3	4	3	2	5	2	3	3	4	3	4	5	1	1	5	3	4	4	3	2	2	5	2	4	2	2	5	3	2	5	5	4	3	3	2	2	2	2	3	5	5	4	2	5	3	3	2	1	2	5	3	5	1	5	4	3	1	5	0	1
10020063	5	3	4	3	5	5	5	1	3	2	5	3	2	1	5	1	5	5	2	4	4	5	3	3	3	3	4	1	5	1	4	1	3	3	5	5	1	5	3	2	1	3	1	4	4	4	5	2	5	2	4	4	5	3	5	5	2	1	5	4	5	1	2	2	3	5	2	4	2	1	3	4	4	5	4	3	3	3	1	5	5	4	5	5	5	4	1	5	5	1	2	2	1	4	1	5	1	5	5	5	5	3	0	1
10020064	5	4	5	3	3	4	3	2	3	4	2	2	3	2	4	2	3	4	3	3	2	3	3	5	4	2	3	1	3	4	4	4	4	3	4	3	3	4	4	3	1	4	3	1	4	3	2	2	4	2	3	5	2	1	4	3	2	2	4	2	5	4	2	3	4	5	3	2	2	2	3	3	2	2	4	3	5	3	1	3	5	4	5	4	5	5	1	5	5	2	2	1	1	4	2	5	2	5	4	5	3	3	0	1
10020069	5	4	4	3	3	4	5	2	2	4	3	4	3	3	5	3	3	5	2	3	3	4	1	3	5	5	3	1	5	3	5	4	5	5	4	3	3	4	3	2	2	5	2	4	4	4	4	2	4	1	3	5	2	4	5	4	2	2	5	2	5	4	1	2	1	5	1	3	3	1	4	4	5	5	5	4	4	2	4	4	4	4	2	2	5	5	1	5	3	2	2	1	4	4	1	5	4	5	4	5	3	4	0	1
10020070	4	4	2	3	3	4	4	2	2	4	3	3	2	3	4	3	3	4	2	3	3	3	2	2	3	4	4	2	4	3	4	3	4	4	3	3	2	4	4	2	2	4	3	3	3	3	3	2	4	2	2	4	2	2	4	4	1	2	4	3	4	3	3	2	2	4	2	2	3	3	3	4	4	4	4	3	4	3	3	2	4	2	4	2	3	3	3	4	4	3	3	3	2	4	2	4	2	4	4	4	2	4	0	1
10020071	5	3	4	2	4	5	4	1	2	4	2	4	3	3	5	1	3	4	2	2	3	3	1	4	4	3	3	1	3	4	4	3	4	3	5	2	2	4	3	3	1	4	3	3	3	3	2	2	3	2	2	4	2	3	3	3	1	2	5	3	5	3	2	3	2	4	3	2	2	2	3	3	4	4	4	4	5	3	1	3	3	5	4	2	5	3	1	5	4	2	2	1	2	4	3	4	2	3	4	5	1	3	0	1
10020072	5	4	1	1	2	4	5	1	2	4	2	2	2	2	5	2	3	4	1	1	3	4	1	1	4	3	3	2	5	5	5	3	5	5	5	1	1	4	4	1	1	5	1	4	3	5	5	1	4	1	4	5	1	1	4	4	2	1	5	1	4	4	2	1	1	5	1	1	1	2	1	3	4	4	4	3	5	3	1	3	4	2	3	1	5	5	2	5	4	1	2	1	1	5	1	5	1	4	5	5	1	4	0	1
10020075	4	5	4	3	3	5	4	3	2	3	4	1	3	2	5	2	3	5	4	2	3	5	2	5	4	5	4	2	3	2	5	4	4	5	4	4	3	5	3	3	3	5	3	5	4	5	5	2	5	2	2	4	3	2	5	4	3	2	4	4	4	3	2	3	3	4	4	2	4	4	3	4	3	4	4	4	4	5	2	2	4	4	2	4	3	5	2	5	4	3	4	2	2	4	2	5	1	4	4	4	3	2	0	1
10020077	5	4	3	2	2	5	4	1	1	5	1	2	1	5	5	1	2	5	2	2	3	3	2	5	5	4	5	1	5	5	5	5	5	5	4	4	2	3	4	3	2	5	2	1	4	5	3	2	3	2	3	5	1	2	4	5	4	1	2	2	5	3	4	2	2	5	1	3	2	3	3	3	3	4	3	2	2	4	3	4	3	3	4	4	3	3	3	2	3	1	4	2	2	2	2	5	3	3	4	2	2	4	0	1
10020078	4	2	3	1	3	2	4	4	2	4	2	3	4	2	5	2	2	3	2	3	3	4	2	3	4	3	3	3	4	2	3	5	2	4	1	1	4	2	2	1	1	1	4	2	3	4	2	3	1	1	2	4	3	4	2	3	2	3	2	3	3	3	2	2	4	3	3	2	3	4	2	4	3	2	2	4	2	4	3	3	3	3	3	2	5	4	2	5	3	1	3	1	2	2	5	1	4	3	2	3	3	5	0	1
10020079	4	4	4	4	4	5	3	2	3	3	4	3	3	3	5	3	3	4	3	3	2	4	3	5	4	5	3	1	4	3	5	3	4	4	4	3	3	5	4	3	3	5	3	5	4	5	4	1	5	1	4	5	2	3	4	5	3	3	5	3	4	4	3	3	3	4	2	3	3	3	3	4	4	4	4	4	3	4	3	4	4	4	5	3	5	5	2	4	4	2	3	3	3	5	3	5	1	5	4	5	4	5	0	1
10020081	5	5	4	2	3	3	4	2	2	4	2	2	2	4	5	1	2	4	2	2	2	4	2	4	4	5	4	1	4	4	5	4	4	4	3	2	3	4	2	3	2	5	4	3	3	5	3	2	4	2	4	4	3	2	5	4	3	2	5	2	5	4	3	3	2	4	2	3	2	2	4	4	3	5	5	4	4	4	3	3	4	3	4	2	5	4	2	5	4	2	4	2	2	4	2	5	2	5	5	5	2	4	0	1
